,Train Loss,Train BLEU,Train ROUGE,Val Loss,Val BLEU,Val ROUGE
0,4.003535342734793,0.051354204391165045,0.38928942733203725,3.2933574698188086,0.08424504812386874,0.43904612300404955
1,3.1626014004582945,0.10636371239122606,0.46084553059099703,2.8864976854035347,0.11737272903852129,0.4721452150844897
2,2.869698252885238,0.1333492757195749,0.48891701916011865,2.7207315437721484,0.13925465131014297,0.4874223772668468
3,2.672614496687184,0.15137043155409793,0.5066612309194516,2.651159821134625,0.14419537012902586,0.49145680827591454
4,2.5366913080215454,0.16737236378067777,0.5209312834150508,2.5162574522423022,0.158746928763786,0.5097548854734453
5,2.4384190901466036,0.1779785431613842,0.5322243818349376,2.4243084698012383,0.16913477385771014,0.5122994551952611
6,2.3316148351068082,0.19037282612706685,0.5416594828780807,2.421066717668013,0.1739181034208569,0.5163472333684577
7,2.2442288888537365,0.202039880192489,0.5511245843480156,2.3450057289817114,0.17893615311492286,0.5267080620934789
8,2.19357307009075,0.2068191458329143,0.558202889993096,2.3479815884069963,0.17668549659845195,0.5212477618464738
9,2.132700488360032,0.21705665920170567,0.5672902923572578,2.3672736287117004,0.17856957868475143,0.5234271927637855
10,2.0516933026521103,0.22678749700495762,0.5747882535542383,2.3271275253006904,0.18833074448178894,0.5278703500465098
11,1.997419216581013,0.23322459184038213,0.5814581971130288,2.292362489483573,0.18928750039859038,0.5299288905990939
12,1.9670649264169775,0.24087189302162126,0.5867864743902104,2.2920685916235954,0.19002172565866252,0.5281106955480566
13,1.9180510287699493,0.24797243334720226,0.5933847823522858,2.301742828253544,0.18944553713979986,0.52915136607616
14,1.863908738416174,0.256200149085589,0.5989587695070062,2.327008003538305,0.18477640529701003,0.5260999165535742
15,1.8118397697158481,0.2621756197823993,0.6037984132102192,2.267291222557877,0.19740894433833545,0.5360377029149177
16,1.7720679389393847,0.27019771341493565,0.6110996833178944,2.3045605673934473,0.19513787522010373,0.5310029606905486
17,1.74372064134349,0.27413418558677616,0.613747563196174,2.2801702076738533,0.2000937660348405,0.5343365247941482
18,1.714209692115369,0.280106465803,0.618014231210946,2.2618327447862336,0.199478907419222,0.5346727327831045
19,1.6786709028741589,0.285165858697971,0.6233345791897023,2.2632480733322375,0.19931246579092862,0.5381048847315999
20,1.6422787982484568,0.29325845366375825,0.6280647474308998,2.273038788275285,0.20197367704315042,0.539541244966831
21,1.5991562553074048,0.2996451053171222,0.6326184526497739,2.2820541732239,0.20272580629195777,0.53689786076938
22,1.5829591269078462,0.30377911439687155,0.6366987478254541,2.28932455814246,0.20048215631022873,0.5351917371217054
23,1.5710493686406508,0.3046090950927682,0.6370992992572814,2.3177616975524207,0.19994485833126696,0.5362122205682089
24,1.523309981563817,0.3154353418063093,0.6456586442524325,2.295066661906965,0.20017757490929614,0.5333452025319961
25,1.508441705548245,0.31998697872494364,0.6473410310790633,2.2708538030133103,0.20225709437787395,0.5354341145931261
26,1.4834147179904191,0.3230303156211654,0.6499055035595005,2.304795053872195,0.20109899800139908,0.5347846642750043
27,1.4465646147727966,0.3298327745266919,0.6544263862839008,2.2984660069147744,0.1981298527206196,0.5319935606835177
28,1.442494877136272,0.33145233804168234,0.655772715806031,2.2735989527268843,0.20102938126877853,0.5339132605745831
